LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
114,081110,001632,4965,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_4538815186467781103 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_4538815186467781103 terminating']"
115,081110,001632,4965,INFO,dfs.DataNode$PacketResponder,Received block blk_4538815186467781103 of size 67108864 from /10.251.39.242,e3df2680,Received block <*> of size <*> from <*>,"['blk_4538815186467781103', '67108864', '/10.251.39.242']"
116,081110,001632,4968,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1384784610220798814 src: /10.251.39.242:51306 dest: /10.251.39.242:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1384784610220798814', '/10.251.39.242:51306', '/10.251.39.242:50010']"
117,081110,001633,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_2516418409793293794,32777b38,Verification succeeded for <*>,['blk_2516418409793293794']
118,081110,001633,13,INFO,dfs.DataBlockScanner,Verification succeeded for blk_4120268541109400739,32777b38,Verification succeeded for <*>,['blk_4120268541109400739']
119,081110,001633,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.227:50010 is added to blk_5474314824997435586 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.227:50010', 'blk_5474314824997435586', '67108864']"
120,081110,001633,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.37.240:50010 is added to blk_-3607050174148538005 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.37.240:50010', 'blk_-3607050174148538005', '67108864']"
121,081110,001633,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_-7162946963130001114 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.43.192:50010', 'blk_-7162946963130001114', '67108864']"
122,081110,001633,26,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000254_0/part-00254. blk_-2754082777598107796,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000254_0/part-00254. blk_-2754082777598107796']
123,081110,001633,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.242:50010 is added to blk_1532711018957872279 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.31.242:50010', 'blk_1532711018957872279', '67108864']"
124,081110,001633,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_1684697948863324323 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.73.220:50010', 'blk_1684697948863324323', '67108864']"
125,081110,001633,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.159:50010 is added to blk_7897487768463470386 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.91.159:50010', 'blk_7897487768463470386', '67108864']"
126,081110,001633,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000014_0/part-00014. blk_-6329982190298590082,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000014_0/part-00014. blk_-6329982190298590082']
127,081110,001633,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.214:50010 is added to blk_1712154662669729695 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.6.214:50010', 'blk_1712154662669729695', '67108864']"
128,081110,001633,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.50:50010 is added to blk_-3607050174148538005 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.106.50:50010', 'blk_-3607050174148538005', '67108864']"
129,081110,001633,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-7162946963130001114 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.123.33:50010', 'blk_-7162946963130001114', '67108864']"
130,081110,001633,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_1532711018957872279 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.199.86:50010', 'blk_1532711018957872279', '67108864']"
131,081110,001633,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_7947500165720603096 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.230:50010', 'blk_7947500165720603096', '67108864']"
132,081110,001633,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.242:50010 is added to blk_6600594283101777706 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.242:50010', 'blk_6600594283101777706', '67108864']"
133,081110,001633,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.194.102:50010 is added to blk_1532711018957872279 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.194.102:50010', 'blk_1532711018957872279', '67108864']"
134,081110,001633,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.5:50010 is added to blk_7897487768463470386 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.70.5:50010', 'blk_7897487768463470386', '67108864']"
135,081110,001633,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000136_0/part-00136. blk_-3742169498686685501,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000136_0/part-00136. blk_-3742169498686685501']
136,081110,001633,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.9.207:50010 is added to blk_1712154662669729695 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.9.207:50010', 'blk_1712154662669729695', '67108864']"
137,081110,001633,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.98:50010 is added to blk_1684697948863324323 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.107.98:50010', 'blk_1684697948863324323', '67108864']"
138,081110,001633,30,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-3607050174148538005 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.123.99:50010', 'blk_-3607050174148538005', '67108864']"
139,081110,001633,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_1712154662669729695 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.39.144:50010', 'blk_1712154662669729695', '67108864']"
140,081110,001633,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_-5884659981652330467 size 23146880,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.75.79:50010', 'blk_-5884659981652330467', '23146880']"
141,081110,001633,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000140_0/part-00140. blk_-4764264164804071892,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000140_0/part-00140. blk_-4764264164804071892']
142,081110,001633,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-7162946963130001114 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.90.239:50010', 'blk_-7162946963130001114', '67108864']"
143,081110,001633,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.15:50010 is added to blk_1684697948863324323 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.91.15:50010', 'blk_1684697948863324323', '67108864']"
144,081110,001633,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.32:50010 is added to blk_7947500165720603096 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.7.32:50010', 'blk_7947500165720603096', '67108864']"
145,081110,001633,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.214:50010 is added to blk_-1665651035817145217 size 33191773,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.106.214:50010', 'blk_-1665651035817145217', '33191773']"
146,081110,001633,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_5474314824997435586 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.27.63:50010', 'blk_5474314824997435586', '67108864']"
147,081110,001633,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000110_0/part-00110. blk_289734750978243395,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000110_0/part-00110. blk_289734750978243395']
148,081110,001633,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000244_0/part-00244. blk_7687938662565061842,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000244_0/part-00244. blk_7687938662565061842']
149,081110,001633,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000313_0/part-00313. blk_4250968469585160304,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000313_0/part-00313. blk_4250968469585160304']
150,081110,001633,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000320_0/part-00320. blk_4637974347820541031,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000320_0/part-00320. blk_4637974347820541031']
151,081110,001633,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000348_0/part-00348. blk_-5442134024896623356,3d91fa85,BLOCK* NameSystem.allocateBlock: <*> <*>,['/user/root/sortrand/_temporary/_task_200811092030_0002_r_000348_0/part-00348. blk_-5442134024896623356']
152,081110,001633,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.5:50010 is added to blk_-5884659981652330467 size 23146880,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.70.5:50010', 'blk_-5884659981652330467', '23146880']"
153,081110,001633,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.84:50010 is added to blk_5474314824997435586 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.91.84:50010', 'blk_5474314824997435586', '67108864']"
154,081110,001633,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.191:50010 is added to blk_7947500165720603096 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.250.6.191:50010', 'blk_7947500165720603096', '67108864']"
155,081110,001633,35,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.22:50010 is added to blk_7897487768463470386 size 67108864,5d5de21c,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,"['10.251.126.22:50010', 'blk_7897487768463470386', '67108864']"
156,081110,001633,3722,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-7162946963130001114 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-7162946963130001114 terminating']"
157,081110,001633,3722,INFO,dfs.DataNode$PacketResponder,Received block blk_-7162946963130001114 of size 67108864 from /10.251.43.192,e3df2680,Received block <*> of size <*> from <*>,"['blk_-7162946963130001114', '67108864', '/10.251.43.192']"
158,081110,001633,3736,INFO,dfs.DataNode$DataXceiver,Receiving block blk_7687938662565061842 src: /10.251.111.80:58917 dest: /10.251.111.80:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_7687938662565061842', '/10.251.111.80:58917', '/10.251.111.80:50010']"
159,081110,001633,4568,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-1384784610220798814 src: /10.251.199.19:44622 dest: /10.251.199.19:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-1384784610220798814', '/10.251.199.19:44622', '/10.251.199.19:50010']"
160,081110,001633,4585,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-1665651035817145217 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_-1665651035817145217 terminating']"
161,081110,001633,4585,INFO,dfs.DataNode$PacketResponder,Received block blk_-1665651035817145217 of size 33191773 from /10.251.215.70,e3df2680,Received block <*> of size <*> from <*>,"['blk_-1665651035817145217', '33191773', '/10.251.215.70']"
162,081110,001633,4637,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-5442134024896623356 src: /10.251.37.240:47066 dest: /10.251.37.240:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-5442134024896623356', '/10.251.37.240:47066', '/10.251.37.240:50010']"
163,081110,001633,4656,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-3742169498686685501 src: /10.251.90.239:42489 dest: /10.251.90.239:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-3742169498686685501', '/10.251.90.239:42489', '/10.251.90.239:50010']"
164,081110,001633,4664,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_5474314824997435586 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['0', 'blk_5474314824997435586 terminating']"
165,081110,001633,4664,INFO,dfs.DataNode$PacketResponder,Received block blk_5474314824997435586 of size 67108864 from /10.251.91.84,e3df2680,Received block <*> of size <*> from <*>,"['blk_5474314824997435586', '67108864', '/10.251.91.84']"
166,081110,001633,4667,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_1684697948863324323 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['2', 'blk_1684697948863324323 terminating']"
167,081110,001633,4667,INFO,dfs.DataNode$PacketResponder,Received block blk_1684697948863324323 of size 67108864 from /10.251.107.98,e3df2680,Received block <*> of size <*> from <*>,"['blk_1684697948863324323', '67108864', '/10.251.107.98']"
168,081110,001633,4668,INFO,dfs.DataNode$DataXceiver,Receiving block blk_289734750978243395 src: /10.251.107.98:50121 dest: /10.251.107.98:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_289734750978243395', '/10.251.107.98:50121', '/10.251.107.98:50010']"
169,081110,001633,4698,INFO,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_1712154662669729695 terminating,d38aa58d,PacketResponder <*> for block <*> <*>,"['1', 'blk_1712154662669729695 terminating']"
170,081110,001633,4698,INFO,dfs.DataNode$PacketResponder,Received block blk_1712154662669729695 of size 67108864 from /10.251.39.144,e3df2680,Received block <*> of size <*> from <*>,"['blk_1712154662669729695', '67108864', '/10.251.39.144']"
171,081110,001633,4718,INFO,dfs.DataNode$DataXceiver,Receiving block blk_-2754082777598107796 src: /10.251.39.144:49997 dest: /10.251.39.144:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_-2754082777598107796', '/10.251.39.144:49997', '/10.251.39.144:50010']"
172,081110,001633,4735,INFO,dfs.DataNode$DataXceiver,Receiving block blk_289734750978243395 src: /10.251.42.207:40337 dest: /10.251.42.207:50010,09a53393,Receiving block <*> src: <*> dest: <*>,"['blk_289734750978243395', '/10.251.42.207:40337', '/10.251.42.207:50010']"
